no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets_value,loan_status
4, Graduate, Yes,15.363073279446223,16.341239282272525,8,6.520621127558696,17.239773245130714,1
2, Graduate, No,15.53827733427679,16.785925074816024,8,6.063785208687608,17.415558825694,0
1, Graduate, No,15.775605482856605,16.475770165160203,12,6.580639137284949,17.524192663884193,1
0, Graduate, No,15.363073279446223,16.48273883399067,14,6.782192056006791,17.429127554531842,1
3, Not Graduate, No,15.816990693309524,16.97251102166758,2,6.133398042996649,18.033546607256465,1
3, Not Graduate, No,16.012735246411598,16.87890152672105,8,6.208590026096629,18.035018277846262,0
5, Graduate, Yes,15.176487367510099,16.012735246411598,8,5.831882477283517,17.069753565279804,0
1, Graduate, No,14.946912992035967,15.843658936835498,20,5.849324779946859,16.694709071442087,0
2, Not Graduate, No,15.775605482856605,17.096421811345913,6,6.590301048196686,17.828283484575746,1
3, Graduate, Yes,14.731801689838349,15.775605482856605,6,6.042632833682381,16.749367480991666,0
1, Not Graduate, No,15.789591722875162,17.151280169891162,14,6.643789733147672,17.76482936740394,1
5, Graduate, No,15.76142084987672,16.72786127692704,12,6.255750041753367,17.437181289122726,0
2, Graduate, No,15.226497775576945,16.51687183802978,12,6.349138991379798,16.88356353960952,1
1, Graduate, No,14.285514812209815,15.068273812173887,18,6.429719478039138,16.22245575637265,1
4, Not Graduate, Yes,12.899222326086994,13.710151153416941,20,6.648984550024776,15.096444681204078,1
3, Graduate, No,15.816990693309524,16.677711496036597,20,5.762051382780177,18.037955137476448,0
3, Not Graduate, Yes,15.483217567201578,16.785925074816024,4,6.3835066348840055,17.63541829641444,1
4, Not Graduate, No,15.830413711839864,16.90199724044883,2,6.373319789577012,17.81554445903015,1
5, Not Graduate, No,13.45883704259595,14.151983508870947,4,5.84354441703136,15.46416937585933,0
4, Graduate, No,14.151983508870947,14.80876270134486,18,6.556778356158042,15.919644834185693,1
0, Graduate, Yes,16.097893045681612,16.959662879739987,10,6.352629396319567,17.996032831717947,1
4, Not Graduate, No,14.690979711984754,15.702580358511794,2,6.583409222158765,16.705882371415992,1
0, Graduate, Yes,16.012735246411598,17.293669011626754,10,6.79794041297493,17.782021767615884,1
3, Graduate, No,12.206077645517674,13.304686600863562,16,6.71174039505618,13.910821646859095,1
3, Not Graduate, No,15.671808704579888,17.010093731247036,4,6.182084906716632,17.335971390039045,1
5, Graduate, Yes,15.90737474309945,16.8261314932731,18,6.62273632394984,17.699134109446852,1
3, Not Graduate, Yes,16.056220353623207,17.24626677423043,20,6.773080375655535,18.046714317438457,1
5, Not Graduate, Yes,15.843658936835498,17.062001588775953,4,6.410174881966167,17.918153939529997,1
5, Graduate, No,15.90737474309945,16.90199724044883,18,5.937536205082426,17.353567151413394,0
4, Graduate, No,15.747032114495013,16.85046359274847,4,6.733401891837359,17.1654146803266,1
1, Graduate, No,14.285514812209815,15.656060350091908,2,6.582025138892826,16.08763654656639,1
4, Graduate, No,15.894952224644102,17.220035762941695,4,6.068425588244111,17.840862266556567,1
3, Graduate, No,15.702580358511794,16.496532155171714,10,6.7357800142423265,17.690869599767716,1
0, Not Graduate, No,16.066802461833923,17.02635425145779,2,6.336825731146441,17.989897843244528,1
0, Graduate, Yes,13.997832948091215,14.978661680269907,18,6.161207321695077,15.656060350091908,0
5, Not Graduate, No,16.097893045681612,17.096421811345913,12,6.499787040655854,17.615484081955163,1
0, Graduate, No,15.096444681204078,16.325109901643454,2,5.707110264748875,17.14413728263389,1
1, Graduate, No,15.687312888712007,16.955343218782065,20,6.60934924316738,17.795192230557824,1
5, Not Graduate, No,13.815511557963774,14.648420115681892,16,6.049733455231958,15.717618233614914,0
3, Not Graduate, Yes,15.068273812173887,16.300417291085605,2,6.668228248417403,16.780783675579947,1
0, Graduate, No,15.775605482856605,16.54987813231892,18,6.56244409369372,17.65496289206296,1
3, Not Graduate, No,14.690979711984754,16.04552506565036,2,6.52649485957079,16.468752592994022,1
5, Not Graduate, No,16.034714150714915,16.75467253293992,10,6.257667587882639,17.78768750504456,0
0, Graduate, No,14.80876270134486,15.830413711839864,6,6.725033642166843,16.87890152672105,1
4, Graduate, Yes,15.656060350091908,16.489659276356317,10,5.857933154483459,17.460960480260535,0
2, Not Graduate, No,15.702580358511794,16.52356082573315,16,5.996452088619021,17.665658180950928,0
3, Not Graduate, No,15.226497775576945,16.46168542627038,8,5.908082938168931,16.58182973008354,0
0, Not Graduate, No,14.403297778421795,15.702580358511794,10,6.6039438246004725,16.489659276356317,1
5, Not Graduate, No,15.747032114495013,16.770420889081343,12,6.013715156042802,17.705287974894997,0
3, Not Graduate, No,14.508658238524095,15.573368647930426,8,6.684611727667927,16.349207451286784,1
1, Not Graduate, No,14.77102238760702,15.955576839107596,2,6.198478716492308,16.249124001084017,1
4, Not Graduate, Yes,14.648420115681892,15.86963441986494,8,6.293419278846481,16.333207111220425,0
1, Not Graduate, No,14.45736497045232,15.816990693309524,6,6.152732694704104,16.204273438942487,0
3, Graduate, Yes,15.573368647930426,16.68340951682656,6,6.580639137284949,17.356469910987094,1
2, Graduate, No,14.285514812209815,15.150511887854474,10,6.731018100482083,16.300417291085605,1
3, Graduate, Yes,14.151983508870947,15.501909696719672,20,5.720311776607412,15.717618233614914,0
2, Not Graduate, No,16.001561947061912,16.694709071442087,20,6.403574197934815,17.958645300228824,1
4, Not Graduate, Yes,16.04552506565036,17.129696599000436,18,5.82600010738045,17.96655047961095,0
4, Not Graduate, Yes,14.845130332288226,15.943742382861155,10,6.257667587882639,16.5563506464056,0
0, Not Graduate, No,15.90737474309945,17.0926553286923,20,5.8377304471659395,17.52664064546291,0
2, Not Graduate, No,15.201805169084134,15.90737474309945,16,5.746203190540153,16.98519618065851,0
3, Graduate, Yes,15.894952224644102,17.04631499322344,4,5.726847747587197,17.91980546754119,1
2, Not Graduate, Yes,14.845130332288226,15.76142084987672,2,6.727431724850855,16.36495580701484,1
5, Not Graduate, Yes,15.816990693309524,16.993564429978885,16,6.75110146893676,17.511862051730805,1
0, Not Graduate, No,16.108045416114916,17.11134746100564,16,6.340359303727752,18.052511435038763,1
4, Graduate, Yes,16.034714150714915,17.050259771358842,14,6.641182169740591,17.8845373292961,1
2, Not Graduate, No,15.732433317205148,16.51013780630191,14,6.6895992691789665,17.524192663884193,1
0, Not Graduate, Yes,13.592368256649284,14.978661680269907,8,6.148468295917647,15.46416937585933,0
3, Not Graduate, Yes,15.46416937585933,16.60667572712668,8,5.817111159963204,17.437181289122726,0
2, Graduate, Yes,16.02378508137718,17.265498135541893,14,6.522092798170152,17.7914469078978,1
5, Graduate, Yes,15.747032114495013,16.73867219244687,18,5.730099782973574,17.44781968704484,0
0, Graduate, No,14.731801689838349,15.86963441986494,8,6.082218910376446,16.51687183802978,0
2, Not Graduate, Yes,14.845130332288226,16.128046080821385,16,6.2766434893416445,16.65458907995242,0
3, Graduate, Yes,15.274125813221904,16.624913313567735,10,6.349138991379798,17.147715103853763,1
2, Graduate, Yes,15.856731016694035,16.796129244469636,14,6.786716950605081,17.98217579726988,1
5, Graduate, No,15.46416937585933,16.845644306544774,2,6.289715570908998,16.96824662306297,1
5, Graduate, Yes,15.747032114495013,16.61887099947687,6,6.104793232414985,17.04235459216419,0
3, Not Graduate, Yes,16.001561947061912,16.860033043306743,14,6.704414354964107,17.479072229734946,1
4, Graduate, Yes,15.404745967162468,16.13789837629371,18,5.916202062607435,17.32406648788705,0
3, Graduate, Yes,15.816990693309524,16.722411672456456,4,5.855071922202427,17.81554445903015,0
3, Graduate, Yes,15.76142084987672,17.085079535170806,12,6.1779441140506,17.768675525917452,0
2, Graduate, No,15.363073279446223,16.341239282272525,14,5.929589143389895,16.955343218782065,0
4, Graduate, No,15.501909696719672,16.5691713340128,18,6.115892125483034,17.489276399648872,0
1, Graduate, Yes,15.039286283703994,15.76142084987672,4,6.282266746896006,16.892822864593636,0
4, Graduate, Yes,16.001561947061912,17.085079535170806,10,5.91350300563827,18.069703835332817,0
4, Graduate, Yes,15.747032114495013,16.60667572712668,8,6.408528791059498,17.341871111992198,1
4, Graduate, No,14.403297778421795,15.226497775576945,8,6.656726524178391,16.13789837629371,1
2, Not Graduate, Yes,15.64006001130563,16.888203918950687,20,6.522092798170152,17.817374285673743,1
2, Graduate, No,15.404745967162468,16.588099342704055,12,6.566672429803241,17.265498135541893,1
2, Not Graduate, No,13.710151153416941,14.508658238524095,14,5.823045895483019,15.29711532616119,0
0, Graduate, Yes,15.201805169084134,16.489659276356317,2,6.570882962339584,17.147715103853763,1
3, Graduate, No,15.931766193248746,16.660419999923214,8,6.769641976852503,17.54840692141843,1
0, Graduate, Yes,16.012735246411598,17.341871111992198,4,6.309918278226516,17.583663216067407,1
4, Not Graduate, Yes,16.034714150714915,17.0926553286923,6,6.4967749901858625,17.330036654695338,1
2, Not Graduate, No,15.894952224644102,16.811242881518265,2,6.220590170099739,17.682536218382186,0
2, Not Graduate, No,15.747032114495013,16.98938905874274,12,6.703188113240863,17.6762402900575,1
2, Graduate, Yes,12.206077645517674,13.592368256649284,12,6.182084906716632,13.997832948091215,0
1, Graduate, Yes,15.90737474309945,17.27182727039325,10,6.628041376179533,17.6762402900575,1
0, Not Graduate, Yes,14.403297778421795,15.176487367510099,2,6.639875833826536,15.843658936835498,1
5, Graduate, No,15.967272877502799,16.860033043306743,8,6.144185634125646,17.840862266556567,0
0, Graduate, Yes,15.520258832020865,16.630919337267223,18,6.721425700790643,17.05418904934434,1
1, Not Graduate, Yes,15.274125813221904,16.60667572712668,14,6.675823221634848,16.52356082573315,0
4, Not Graduate, No,16.012735246411598,17.182806422433504,16,6.3818160174060985,17.937794505083072,1
3, Graduate, Yes,15.894952224644102,17.25592868483099,20,5.973809611869261,17.445170678943438,0
0, Not Graduate, Yes,14.45736497045232,15.555976908243359,18,6.551080335043404,16.468752592994022,1
2, Graduate, No,15.250595321348806,16.13789837629371,14,6.0112671744041615,17.030378401595577,0
0, Not Graduate, No,15.607270193858982,16.54336345172214,8,6.565264970035361,17.233237274364523,1
0, Graduate, No,15.404745967162468,16.612791953770035,2,5.950642552587727,17.133326366919263,1
0, Not Graduate, Yes,15.38412668421143,16.677711496036597,2,5.918893854273146,17.52173867498285,1
4, Not Graduate, No,15.424948670398354,16.74403413530075,10,6.628041376179533,16.801192546169812,1
3, Not Graduate, No,15.176487367510099,16.29204904211537,6,6.410174881966167,16.96824662306297,1
1, Not Graduate, No,16.001561947061912,16.811242881518265,2,6.483107351457199,17.529082649058825,1
5, Not Graduate, Yes,14.346139397261565,15.46416937585933,16,6.710523109452428,15.882373444019521,1
5, Not Graduate, Yes,12.206077645517674,12.611541086966115,8,6.023447592961033,13.304686600863562,0
0, Graduate, No,14.914123179965662,15.76142084987672,10,6.661854740545311,16.915602891887552,1
1, Not Graduate, Yes,15.843658936835498,17.140546614632086,6,6.104793232414985,17.312018149733785,0
4, Graduate, No,15.176487367510099,16.349207451286784,8,6.317164686747284,17.129696599000436,1
4, Not Graduate, Yes,14.690979711984754,15.53827733427679,4,6.4967749901858625,16.624913313567735,1
2, Graduate, Yes,14.648420115681892,15.501909696719672,8,5.8998973535824915,16.454567959008102,0
3, Not Graduate, Yes,16.001561947061912,16.855259764781927,6,6.756932389247553,18.012712520663676,1
5, Not Graduate, Yes,15.687312888712007,16.98938905874274,2,6.230481447578482,17.359364268929685,1
2, Graduate, Yes,15.931766193248746,17.14413728263389,18,6.734591659972948,17.608750049924975,1
0, Not Graduate, Yes,15.803385043104912,16.933460508490302,12,6.747586526829315,17.421008430313073,1
3, Not Graduate, No,15.501909696719672,16.575520561288332,18,6.634633357861686,17.468762860341794,1
5, Not Graduate, Yes,14.45736497045232,15.404745967162468,4,6.093569770045136,16.300417291085605,0
1, Graduate, No,14.731801689838349,15.59046307836746,12,6.505784060128229,16.705882371415992,1
4, Not Graduate, Yes,15.978833698567334,17.216707972959764,4,5.916202062607435,18.196286423252147,1
5, Not Graduate, No,15.702580358511794,17.065885088651534,10,6.508769136971682,17.52664064546291,1
5, Not Graduate, No,14.403297778421795,15.64006001130563,18,5.905361848054571,16.41820031748273,0
1, Graduate, No,15.717618233614914,16.74403413530075,8,6.369900982828227,17.437181289122726,1
3, Graduate, Yes,14.978661680269907,15.967272877502799,2,6.059123195581797,16.677711496036597,0
0, Not Graduate, No,16.012735246411598,17.373711716926124,6,6.80128303447162,17.65496289206296,1
3, Not Graduate, Yes,14.88022163978423,15.955576839107596,12,6.336825731146441,16.410765339548004,1
4, Not Graduate, No,15.274125813221904,16.61887099947687,4,6.29156913955832,17.151280169891162,1
5, Graduate, Yes,15.856731016694035,16.636889503897294,20,6.371611847231857,17.61771871970664,1
0, Not Graduate, Yes,15.919644834185693,16.765198945372877,2,6.639875833826536,17.846205110871907,1
3, Not Graduate, Yes,15.990262393084793,17.359364268929685,8,5.958424693029782,17.835490722850835,0
0, Graduate, No,13.122365377402328,13.997832948091215,14,6.322565239927284,14.978661680269907,1
0, Graduate, Yes,14.690979711984754,15.747032114495013,4,6.366470447731438,16.759949589762293,1
5, Not Graduate, No,15.882373444019521,17.140546614632086,16,6.754604099487962,17.968124044033623,1
5, Graduate, Yes,15.176487367510099,16.5563506464056,12,6.073044534100405,17.126053607854647,0
1, Graduate, No,16.08763654656639,16.980985648299452,6,6.775366090936392,18.124966513244182,1
0, Graduate, No,16.097893045681612,17.473930830366697,8,6.481577129276431,18.163204526494262,1
4, Not Graduate, No,15.096444681204078,15.978833698567334,14,5.713732805509369,16.906553056777135,0
5, Graduate, Yes,15.943742382861155,16.677711496036597,12,6.431331081933479,17.921454272504192,1
3, Not Graduate, No,14.285514812209815,15.176487367510099,20,6.690842277418564,15.816990693309524,1
1, Not Graduate, Yes,16.02378508137718,17.262318482725615,4,5.720311776607412,18.072540716627778,1
5, Graduate, Yes,14.077875591662238,15.201805169084134,8,6.0112671744041615,16.08763654656639,0
4, Not Graduate, Yes,13.122365377402328,14.220976332738882,6,6.135564891081739,15.123843647884687,0
3, Not Graduate, No,15.573368647930426,16.36495580701484,20,5.817111159963204,17.239773245130714,0
1, Not Graduate, No,15.176487367510099,16.530205368010318,12,6.269096283706261,17.236510599602347,0
4, Graduate, Yes,15.176487367510099,16.034714150714915,12,6.6039438246004725,16.933460508490302,1
4, Not Graduate, Yes,15.882373444019521,17.262318482725615,10,6.484635235635252,17.944256563006768,1
1, Not Graduate, No,14.220976332738882,15.607270193858982,6,6.230481447578482,16.300417291085605,0
1, Not Graduate, No,15.76142084987672,17.096421811345913,16,6.133398042996649,17.842646388318236,0
1, Not Graduate, No,14.77102238760702,15.856731016694035,6,5.991464547107982,16.83104550783405,0
5, Graduate, Yes,14.648420115681892,15.53827733427679,8,6.466144724237619,16.562781536322326,1
4, Not Graduate, No,15.623799493077952,16.924571561468124,18,5.863631175598097,17.6441519761925,0
0, Not Graduate, No,15.555976908243359,16.87421767762801,4,6.548219102762372,17.379393550232137,1
4, Not Graduate, No,14.220976332738882,14.946912992035967,6,6.786716950605081,15.967272877502799,1
2, Not Graduate, Yes,15.096444681204078,16.36495580701484,18,6.703188113240863,17.115044322750297,1
1, Not Graduate, No,15.59046307836746,16.380459992348886,6,6.659293919683638,17.555558322405577,1
3, Not Graduate, No,15.573368647930426,16.840801682303496,20,6.075346031088684,17.52173867498285,0
5, Graduate, No,14.151983508870947,14.88022163978423,4,6.721425700790643,15.943742382861155,1
4, Not Graduate, No,15.53827733427679,16.40327466837995,20,6.76849321164863,17.434503911423697,1
1, Not Graduate, No,14.151983508870947,15.009433329466965,8,5.726847747587197,15.830413711839864,0
0, Not Graduate, Yes,14.151983508870947,15.123843647884687,4,6.7357800142423265,16.077273760604726,1
4, Graduate, No,15.039286283703994,16.41820031748273,12,6.559615237493242,17.00598694946304,1
5, Not Graduate, No,14.80876270134486,15.53827733427679,2,6.704414354964107,16.36495580701484,1
4, Graduate, Yes,15.176487367510099,16.176364653421913,2,6.0867747269123065,17.04235459216419,0
0, Not Graduate, No,15.882373444019521,17.081270006899263,18,6.740519359606223,17.952275852044767,1
1, Graduate, Yes,15.931766193248746,17.284366619252893,16,6.703188113240863,17.86903314302723,1
3, Not Graduate, No,15.46416937585933,16.660419999923214,18,6.645090969505644,17.22335251545768,1
2, Not Graduate, Yes,15.955576839107596,17.24626677423043,6,6.499787040655854,17.57204868391651,1
0, Graduate, No,16.077273760604726,16.959662879739987,18,5.966146739123692,17.719501411856445,0
2, Graduate, No,15.671808704579888,17.034386422832473,12,6.504288173536645,17.725531580761828,1
2, Not Graduate, Yes,15.775605482856605,16.796129244469636,20,6.792344427470809,17.599700214609808,1
1, Not Graduate, Yes,14.80876270134486,15.501909696719672,6,6.025865973825314,16.52356082573315,0
4, Graduate, No,15.123843647884687,16.249124001084017,12,6.591673732008658,16.791040175221152,1
3, Graduate, Yes,15.830413711839864,16.700311326676903,2,6.523562306149512,17.729531586015174,1
0, Not Graduate, Yes,15.53827733427679,16.811242881518265,20,6.408528791059498,17.376556668977415,1
4, Not Graduate, No,14.603968372873895,15.955576839107596,16,6.7650389767805414,16.5563506464056,1
3, Graduate, Yes,15.732433317205148,16.806230339945976,10,6.248042874508429,17.849751213815786,0
2, Graduate, Yes,15.955576839107596,17.05810294851229,16,6.5722825426940075,17.709369613131347,1
0, Graduate, Yes,15.955576839107596,17.33300842499618,10,6.182084906716632,18.048166750497675,0
1, Graduate, No,14.346139397261565,15.717618233614914,16,6.2878585601617845,16.283610174181653,0
3, Graduate, No,15.096444681204078,15.967272877502799,20,6.419994928147142,16.963963961454382,1
5, Not Graduate, No,14.077875591662238,15.38412668421143,4,5.849324779946859,16.097893045681612,1
1, Not Graduate, Yes,15.894952224644102,17.140546614632086,8,6.690842277418564,17.695010392348017,1
4, Not Graduate, Yes,12.899222326086994,13.592368256649284,10,6.756932389247553,14.690979711984754,1
3, Graduate, No,16.001561947061912,16.87421767762801,10,6.148468295917647,17.941030753809912,0
5, Not Graduate, Yes,15.009433329466965,15.86963441986494,8,5.739792912179234,16.780783675579947,0
3, Graduate, Yes,16.012735246411598,17.308983246130737,6,6.489204931325317,17.760968358821017,1
0, Graduate, Yes,15.967272877502799,17.196505266322514,16,6.467698726104354,17.916499679461335,1
1, Not Graduate, Yes,14.914123179965662,15.607270193858982,16,6.251903883165888,16.860033043306743,0
5, Graduate, No,15.226497775576945,16.213405921671733,14,5.940171252720432,16.897420573630875,0
1, Not Graduate, Yes,16.066802461833923,17.172407715573055,16,6.267200548541362,18.033546607256465,0
2, Graduate, Yes,16.056220353623207,16.937875526504495,14,6.226536669287466,17.860314692139372,0
5, Not Graduate, Yes,15.483217567201578,16.432906463791053,18,6.5638555265321274,17.330036654695338,1
4, Graduate, No,14.845130332288226,15.623799493077952,18,6.030685260261263,16.636889503897294,0
4, Graduate, No,14.603968372873895,15.86963441986494,20,6.452048954437226,16.468752592994022,1
3, Graduate, No,15.226497775576945,16.54336345172214,6,6.089044875446846,16.942271137784317,0
2, Not Graduate, Yes,15.573368647930426,16.942271137784317,14,6.546785410760524,17.450461696437877,1
5, Graduate, Yes,14.845130332288226,16.204273438942487,6,5.886104031450156,16.75467253293992,0
1, Graduate, Yes,15.747032114495013,16.920097281273396,16,6.513230110912307,17.682536218382186,1
5, Not Graduate, No,15.555976908243359,16.72786127692704,4,6.363028103540465,17.476504834295614,1
5, Graduate, No,15.656060350091908,16.71142255148467,4,6.3818160174060985,17.67202087460381,1
0, Not Graduate, Yes,15.444751293772967,16.341239282272525,18,6.658011045870748,16.920097281273396,1
0, Not Graduate, Yes,13.815511557963774,14.914123179965662,18,5.948034989180646,15.803385043104912,0
1, Not Graduate, Yes,15.931766193248746,17.085079535170806,20,6.274762021241939,18.132998684833918,0
3, Not Graduate, No,15.444751293772967,16.213405921671733,16,6.717804695023691,17.226658303482896,1
1, Not Graduate, Yes,15.483217567201578,16.496532155171714,20,6.2324480165505225,17.387856223912145,0
4, Graduate, Yes,15.520258832020865,16.530205368010318,18,6.513230110912307,17.494339701477234,1
4, Not Graduate, No,15.404745967162468,16.749367480991666,16,6.78105762593618,17.022313842084035,1
3, Graduate, No,16.034714150714915,17.350655941290686,18,6.261491684321042,18.02763817065757,0
1, Graduate, No,15.816990693309524,16.770420889081343,20,6.030685260261263,17.581351076362488,0
4, Not Graduate, Yes,15.671808704579888,16.87421767762801,20,5.808142489980444,17.423722136111028,0
4, Not Graduate, Yes,15.967272877502799,16.87890152672105,14,6.1675164908883415,17.721515511187583,0
4, Not Graduate, Yes,13.910821646859095,14.914123179965662,4,6.594413459749778,15.53827733427679,1
4, Not Graduate, No,15.702580358511794,17.050259771358842,12,6.434546518787453,17.50688691721445,1
0, Not Graduate, Yes,13.45883704259595,14.508658238524095,18,6.478509642208569,15.424948670398354,1
3, Graduate, Yes,14.346139397261565,15.341567078850604,12,5.955837369464831,16.08763654656639,0
5, Not Graduate, Yes,15.068273812173887,16.283610174181653,4,6.466144724237619,16.845644306544774,1
3, Graduate, No,15.64006001130563,16.87421767762801,12,6.486160788944089,17.560297667657167,1
5, Not Graduate, Yes,14.557448378884015,15.687312888712007,10,6.680854678790215,16.536806051605975,1
2, Not Graduate, No,15.623799493077952,16.97251102166758,14,6.236369590203704,17.350655941290686,0
4, Not Graduate, Yes,16.001561947061912,17.115044322750297,18,5.8971538676367405,17.83189359673468,0
0, Graduate, Yes,13.45883704259595,14.557448378884015,12,6.70196036600254,15.250595321348806,1
1, Not Graduate, No,14.88022163978423,15.816990693309524,10,6.774223886357614,16.52356082573315,1
2, Graduate, Yes,15.990262393084793,17.353567151413394,2,6.569481420414296,17.879395929883795,1
0, Not Graduate, No,15.123843647884687,16.357112630168974,14,6.682108597449809,16.72786127692704,1
0, Graduate, Yes,15.573368647930426,16.357112630168974,12,6.270988431858299,17.57438240720827,0
3, Graduate, Yes,15.404745967162468,16.475770165160203,14,6.0867747269123065,17.463568043599622,0
2, Graduate, No,15.894952224644102,17.278116599103036,16,6.693323668269949,17.733515654950683,1
3, Graduate, No,14.978661680269907,15.747032114495013,20,6.601230118728877,16.677711496036597,1
3, Not Graduate, Yes,15.250595321348806,16.496532155171714,6,6.522092798170152,16.94664751219259,1
4, Graduate, No,15.894952224644102,17.186248766505983,4,6.045005314036012,17.745373501167116,1
3, Graduate, No,15.76142084987672,16.75467253293992,2,6.539585955617669,17.305939103842178,1
3, Not Graduate, No,15.363073279446223,16.630919337267223,12,6.654152520183219,17.0926553286923,1
5, Graduate, Yes,16.08763654656639,16.933460508490302,16,5.849324779946859,18.148872033780233,0
4, Not Graduate, No,15.990262393084793,16.765198945372877,6,6.375024819828097,17.89980480116789,1
3, Not Graduate, Yes,14.978661680269907,16.22245575637265,6,6.5638555265321274,17.001863232449228,1
5, Not Graduate, No,15.816990693309524,16.705882371415992,2,6.675823221634848,17.50188690692275,1
2, Not Graduate, Yes,15.150511887854474,16.489659276356317,16,6.342121418721152,16.733281344102608,1
1, Not Graduate, Yes,14.346139397261565,15.424948670398354,10,6.790097235513905,16.128046080821385,1
1, Not Graduate, No,15.732433317205148,16.642824239064897,12,6.659293919683638,17.76290072653473,1
0, Not Graduate, No,15.176487367510099,16.24031337217814,12,5.723585101952381,16.897420573630875,0
5, Graduate, Yes,14.403297778421795,15.483217567201578,12,6.135564891081739,16.257857680289998,0
4, Not Graduate, No,15.717618233614914,17.04631499322344,12,6.320768294250582,17.705287974894997,1
0, Graduate, Yes,16.077273760604726,16.816230422780546,16,6.059123195581797,17.755148749880647,0
0, Graduate, Yes,16.056220353623207,17.40180345100394,10,6.423246963533519,17.93454774903691,1
2, Not Graduate, No,15.201805169084134,16.056220353623207,8,6.774223886357614,16.955343218782065,1
1, Not Graduate, No,15.656060350091908,16.98938905874274,4,6.610696044717759,17.36225027373553,1
2, Graduate, Yes,15.894952224644102,17.25592868483099,8,6.317164686747284,17.543610749269952,1
0, Graduate, Yes,15.319588176962746,16.077273760604726,14,6.156978985585555,17.05418904934434,0
5, Graduate, Yes,15.123843647884687,16.118095750958314,20,6.565264970035361,16.951004817371683,1
4, Graduate, No,15.363073279446223,16.15731646026544,6,5.924255797414532,17.373711716926124,0
4, Not Graduate, Yes,15.76142084987672,17.10017416082366,4,6.18826412308259,17.678343340210052,1
5, Not Graduate, No,15.444751293772967,16.41820031748273,20,6.734591659972948,17.069753565279804,1
1, Graduate, Yes,15.990262393084793,17.33300842499618,14,6.331501849893691,17.821023924694696,1
4, Graduate, Yes,14.946912992035967,16.257857680289998,14,6.666956792429207,16.791040175221152,1
5, Not Graduate, Yes,15.226497775576945,16.077273760604726,2,5.730099782973574,17.154832571369333,0
1, Graduate, No,15.90737474309945,17.1618997383427,6,6.61338421837956,17.91484267828116,1
2, Graduate, Yes,15.274125813221904,16.316946591670696,14,6.579251212010101,17.126053607854647,1
1, Not Graduate, Yes,15.176487367510099,16.257857680289998,2,6.142037405587356,17.296750678069195,0
5, Not Graduate, No,14.603968372873895,15.789591722875162,10,6.278521424165844,16.308716093211594,0
5, Not Graduate, No,14.80876270134486,15.931766193248746,8,6.726233402358747,16.588099342704055,1
3, Not Graduate, Yes,14.914123179965662,16.249124001084017,10,6.052089168924417,16.72786127692704,0
2, Not Graduate, No,15.830413711839864,16.955343218782065,4,6.715383386334681,17.889652429875657,1
1, Not Graduate, Yes,15.53827733427679,16.860033043306743,2,6.315358001522335,17.445170678943438,1
4, Not Graduate, Yes,13.997832948091215,15.226497775576945,16,6.373319789577012,15.424948670398354,1
5, Graduate, Yes,15.955576839107596,17.10017416082366,10,6.6895992691789665,17.749295074743404,1
3, Not Graduate, Yes,14.403297778421795,15.555976908243359,14,6.508769136971682,16.496532155171714,1
1, Not Graduate, Yes,14.946912992035967,15.656060350091908,20,6.7661917146603505,16.73867219244687,1
1, Not Graduate, Yes,15.363073279446223,16.588099342704055,14,6.008813185442595,17.10763688174679,0
1, Graduate, No,15.363073279446223,16.454567959008102,2,6.021023349349527,16.993564429978885,0
4, Not Graduate, Yes,15.424948670398354,16.71142255148467,12,6.052089168924417,17.140546614632086,0
0, Graduate, No,16.08763654656639,17.229953199271186,4,5.707110264748875,18.20995972498239,1
2, Not Graduate, No,14.151983508870947,14.946912992035967,4,6.782192056006791,16.13789837629371,1
1, Not Graduate, Yes,12.899222326086994,14.151983508870947,12,6.150602768446279,14.77102238760702,0
4, Graduate, Yes,15.656060350091908,16.98938905874274,6,6.802394763324311,17.468762860341794,1
1, Graduate, No,14.403297778421795,15.59046307836746,16,6.690842277418564,16.04552506565036,1
1, Graduate, No,15.226497775576945,16.118095750958314,6,6.79346613258001,16.87890152672105,1
0, Graduate, No,14.403297778421795,15.702580358511794,4,6.80128303447162,15.955576839107596,1
1, Not Graduate, No,15.38412668421143,16.475770165160203,4,6.194405391104672,17.543610749269952,0
2, Not Graduate, No,16.001561947061912,17.189679301485086,8,6.411818267709897,17.929657763822423,1
4, Not Graduate, Yes,14.731801689838349,15.623799493077952,20,6.171700597410915,16.780783675579947,0
4, Not Graduate, Yes,15.76142084987672,16.97251102166758,18,5.820082930352362,17.76675429577647,0
0, Graduate, No,14.77102238760702,15.444751293772967,14,6.520621127558696,16.195056784687036,1
5, Graduate, Yes,16.034714150714915,17.196505266322514,8,5.765191102784844,17.9602313433593,0
4, Not Graduate, No,14.80876270134486,15.76142084987672,4,5.863631175598097,16.48273883399067,0
4, Graduate, Yes,15.150511887854474,16.22245575637265,16,6.754604099487962,17.373711716926124,1
5, Not Graduate, No,14.151983508870947,14.914123179965662,6,6.626717749249025,16.372737946851277,1
2, Graduate, Yes,15.201805169084134,16.380459992348886,10,6.315358001522335,17.00598694946304,1
2, Not Graduate, Yes,15.882373444019521,16.929025911619092,6,6.349138991379798,17.489276399648872,1
